id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,income,political,floor_area,height_cm,weight_jin,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability
4033,4,1,21,61,97,2015/7/19 15:22,1,1971,1,1,1,4,25000,1,79,176,170,3,5,5,2,1,2,1,3,4,1,5,15,1,3,25000,3,1,1,2,3,3,2,4,2
4034,3,1,22,66,105,2015/7/8 14:36,1,1961,1,1,1,6,30000,1,80,170,140,4,4,5,1,3,4,2,4,1,2,,,,,80000,3,3,1,2,3,2,1,2,2
4035,4,2,9,20,42,2015/7/5 14:24,2,1966,1,1,1,4,10000,1,130,155,115,5,4,4,1,3,4,1,3,5,2,,,,,100000,3,2,2,2,3,2,2,4,2
4036,5,1,24,70,110,2015/8/8 11:17,1,1940,1,1,1,3,43200,4,60,168,150,3,5,5,4,4,4,3,4,5,5,,,,,75600,2,3,1,2,3,2,2,2,-8
4037,4,2,24,72,112,2015/8/2 10:07,2,1948,1,1,3,3,-2,1,120,155,86,3,4,4,1,3,3,1,2,6,3,,,,,-2,7,3,1,2,3,2,2,3,-8
4038,5,2,30,85,128,2015/10/18 13:08,1,1973,1,1,1,4,0,1,240,168,155,3,2,3,1,3,3,1,3,5,5,,,,,10000,4,2,1,2,3,3,3,3,-8
4039,4,1,1,1,4,2015/8/18 14:17,1,1946,1,1,1,7,36000,1,59.5,172,126,4,5,5,2,2,4,2,4,5,5,,,,,66000,2,2,0,2,3,3,2,3,4
4040,4,1,13,36,66,2015/9/21 18:25,2,1935,1,1,1,3,-2,1,150,150,105,3,3,4,2,4,4,1,4,4,5,,,,,-2,4,3,1,2,7,1,3,4,3
4041,2,2,18,51,84,2015/7/28 11:46,2,1967,1,1,1,3,2000,1,200,160,110,4,4,4,1,3,3,1,2,4,3,,,,,30000,2,2,1,2,3,3,2,3,2
4042,4,1,5,8,24,2015/8/3 9:55,2,1966,1,1,1,3,100000,1,100,162,160,2,3,2,1,3,3,1,3,5,1,2,34,1,4,100000,2,2,0,2,3,2,2,3,3
4043,4,2,30,85,128,2015/10/18 8:58,1,1967,1,0,6,10,0,1,500,178,210,1,2,2,2,3,3,2,1,2,5,,,,,0,3,2,1,2,3,3,3,4,4
4044,4,1,19,56,90,2015/7/17 16:53,1,1964,1,1,1,9,100000,1,100,162,128,2,4,2,2,2,4,1,1,6,1,3,15,1,2,100000,3,3,2,1,3,1,1,2,3
4045,5,1,4,7,22,2015/9/2 10:49,2,1949,1,1,1,4,20400,1,137,157,150,3,4,3,4,5,5,1,3,5,4,,,,,44400,2,3,1,2,3,2,2,3,2
4046,5,1,4,7,20,2015/10/18 15:59,1,1941,1,1,1,12,90000,4,60,173,164,3,5,5,5,1,5,1,1,5,1,3,50,2,2,130000,2,2,0,2,3,2,3,3,4
4047,5,2,17,48,81,2015/7/26 19:08,2,1957,1,1,1,3,10000,1,300,162,117,5,5,5,8,3,3,3,5,5,4,,,,,30000,2,2,2,1,3,2,2,3,2
4048,4,1,12,32,57,2015/9/12 16:19,2,1985,1,1,1,13,30000,4,80,155,100,4,5,5,4,4,3,4,3,7,1,3,2,1,3,150000,5,3,1,1,3,2,1,3,2
4049,1,1,12,32,58,2015/9/1 22:06,1,1970,1,1,1,5,35000,1,30,170,140,3,5,5,5,2,3,3,1,1,1,5,27,2,3,35000,1,1,0,2,6,2,3,2,4
4050,4,1,23,69,109,2015/9/24 15:39,1,1970,1,1,1,3,0,1,49,176,143,5,5,4,2,1,2,1,5,6,1,2,2,1,4,0,4,1,1,2,3,2,2,4,2
4051,4,1,7,18,40,2015/8/10 10:40,2,1969,1,1,1,6,18000,1,53,165,130,4,4,4,2,1,4,2,2,4,1,3,22,1,3,42000,2,2,1,1,3,2,2,3,3
4052,4,1,18,52,85,2015/7/22 15:25,2,1963,1,1,1,6,3000,1,100,160,100,4,4,4,1,4,4,4,3,5,3,,,,,20000,3,3,1,2,3,2,1,3,2
4053,3,1,7,18,39,2015/8/12 9:32,2,1944,1,1,1,12,36000,1,46,160,130,4,4,4,5,3,4,3,4,3,5,,,,,80000,2,2,1,2,3,2,2,4,3
4054,5,1,6,15,31,2015/8/8 8:16,2,1986,1,1,1,12,36000,1,200,169,120,5,5,5,1,3,4,5,4,5,1,3,4,1,3,70000,3,4,2,1,3,2,1,3,2
4055,4,1,22,67,107,2015/7/8 19:47,2,1983,1,1,1,12,40000,1,120,165,120,4,-8,4,5,3,5,3,3,5,1,3,10,1,4,80000,3,3,1,1,3,2,1,4,2
4056,5,2,10,24,46,2015/7/28 9:57,2,1946,4,0,9,3,900,1,100,147,94,4,3,4,1,2,3,1,4,5,4,,,,,39300,2,4,1,2,3,1,2,4,2
4057,4,1,22,67,107,2015/7/9 11:11,1,1959,1,1,1,5,40000,1,110,172,135,3,3,3,1,4,3,1,4,5,5,,,,,100000,5,3,1,2,3,2,2,4,2
4058,5,1,29,82,125,2015/7/23 15:14,2,1959,1,1,1,6,20000,1,130,158,100,5,4,4,2,4,2,4,4,5,5,,,,,100000,4,3,3,2,3,2,2,3,3
4059,4,1,18,52,85,2015/7/22 11:17,1,1964,1,1,1,9,35000,4,70,170,150,4,5,4,2,3,4,4,4,5,1,3,34,1,3,40000,3,3,1,2,3,2,1,3,3
4060,4,2,29,82,124,2015/7/22 17:10,2,1963,1,1,1,4,15000,1,52,160,110,4,4,4,1,3,2,1,3,5,3,,,,,30000,3,3,1,2,3,2,1,3,2
4061,3,1,12,32,57,2015/7/24 11:53,2,1976,1,1,1,9,40000,1,98,164,108,4,3,4,5,3,4,4,2,5,1,8,19,2,4,300000,3,4,1,1,3,2,3,3,4
4062,5,1,10,27,50,2015/7/25 18:48,1,1940,1,1,1,1,25000,4,260,170,120,5,4,2,4,2,4,1,4,6,2,,,,,50000,1,2,1,2,3,3,2,2,2
4063,4,2,6,12,28,2015/7/31 13:37,1,1952,1,1,1,4,12000,1,89,164,120,3,3,4,2,4,2,1,4,5,2,,,,,20000,3,3,1,2,3,2,1,3,2
4064,4,2,11,30,53,2015/7/18 10:02,2,1955,1,1,1,3,0,1,180,155,140,3,5,4,1,3,3,2,2,3,4,,,,,-3,7,3,1,2,3,2,1,4,2
4065,4,1,31,87,130,2015/8/15 15:46,2,1953,1,1,1,9,20000,4,93,165,130,5,5,5,2,2,2,2,4,5,5,,,,,24000,2,2,1,2,3,2,2,4,2
4066,4,1,8,19,41,2015/8/5 10:21,2,1982,4,0,3,3,10000,1,100,165,100,5,5,4,2,2,2,1,1,4,1,5,4,1,3,30000,5,2,1,2,3,3,2,3,3
4067,4,1,24,70,110,2015/8/11 19:39,1,1964,1,1,1,6,30000,1,70,174,150,4,5,5,5,2,4,1,3,3,1,3,35,1,3,60000,2,3,1,1,3,3,2,5,2
4068,5,1,29,82,124,2015/7/20 11:44,2,1969,1,1,1,6,30000,1,30,160,130,3,3,5,2,3,3,1,4,5,5,,,,,100000,4,3,1,1,3,2,1,4,2
4069,4,1,21,64,101,2015/7/18 10:32,1,1951,1,1,1,4,20000,1,117,168,145,4,4,4,2,3,3,3,2,4,5,,,,,40000,6,3,1,2,3,2,2,3,-8
4070,3,2,9,22,44,2015/7/5 16:09,1,1996,1,1,1,6,0,2,150,183,144,4,4,4,1,2,4,3,3,6,4,,,,,30000,2,3,1,2,1,3,2,4,2
4071,4,2,16,45,76,2015/7/24 12:20,1,1957,1,1,1,7,40000,1,120,171,120,5,5,4,2,4,4,4,4,5,1,3,42,1,2,50000,2,3,2,2,3,1,1,4,2
4072,4,1,2,5,12,2015/8/4 18:07,2,1980,1,1,1,4,30000,1,85,158,120,3,3,3,2,4,4,3,4,4,1,3,3,1,3,60000,4,2,1,2,3,2,2,3,2
4073,4,2,2,5,12,2015/8/7 10:31,1,1957,8,1,1,3,10000,1,120,165,97,3,5,4,1,3,2,1,4,3,3,,,,,30000,2,2,1,2,3,2,2,4,3
4074,4,1,29,82,124,2015/7/20 14:02,1,1962,1,1,1,6,50000,4,300,176,180,5,4,5,5,2,4,2,1,3,5,,,,,140000,2,2,1,2,3,3,1,4,2
4075,5,2,31,86,129,2015/8/19 17:48,2,1952,1,0,8,4,0,1,60,150,100,3,5,3,1,3,4,1,2,3,4,,,,,10000,2,1,1,2,3,3,2,3,4
4076,5,1,11,29,52,2015/7/20 17:57,2,1976,1,1,1,4,-3,1,105,162,100,5,5,5,1,4,4,4,4,5,5,,,,,-3,4,2,0,2,3,2,1,4,-8
4077,4,1,19,56,90,2015/7/19 9:07,2,1973,1,1,1,6,60000,1,90,156,130,4,5,4,1,2,2,2,3,4,1,3,23,1,3,130000,3,3,2,1,3,2,2,-8,2
4078,3,1,7,18,36,2015/8/9 16:43,2,1963,1,1,1,3,30000,1,65,155,135,4,4,4,2,2,2,1,4,2,5,,,,,30000,2,2,1,2,3,3,2,3,2
4079,5,2,16,45,76,2015/7/27 18:09,1,1971,1,1,1,4,10000,1,83,165,130,3,4,4,1,4,3,2,4,5,3,,,,,20000,3,3,1,2,3,2,2,4,2
4080,3,1,15,43,74,2015/7/14 9:25,2,1977,1,1,1,10,-3,1,110,165,110,4,4,4,2,3,5,1,1,3,1,3,-3,1,3,-3,5,1,1,2,3,3,1,1,2
4081,2,2,2,4,11,2015/7/30 16:06,1,1980,1,1,4,3,2000,1,100,160,120,3,3,3,1,3,3,1,3,2,3,,,,,4000,5,2,1,2,3,3,2,4,3
4082,3,1,4,7,17,2015/10/5 11:03,1,1973,1,1,1,9,85000,1,70,173,152,4,3,5,2,2,3,4,4,6,1,3,22,1,2,85000,3,3,1,2,6,2,1,4,2
4083,4,1,22,66,105,2015/7/11 11:19,1,1962,1,1,3,4,30000,4,70,168,110,4,5,4,1,4,4,2,1,3,1,3,25,1,3,40000,3,2,1,2,3,3,2,3,2
4084,5,1,15,40,71,2015/7/12 22:42,2,1981,1,0,4,4,0,1,85,160,105,4,3,3,2,3,4,2,4,5,5,,,,,50000,3,3,1,2,3,2,1,4,3
4085,4,1,12,32,61,2015/8/4 19:59,1,1997,8,1,1,7,3100,2,60,173,135,5,5,4,1,3,2,4,2,5,1,3,-1,1,3,15000,4,3,1,1,1,2,2,4,2
4086,4,1,29,82,124,2015/7/19 18:09,2,1978,1,1,3,3,40000,1,60,171,124,4,4,3,1,2,2,1,2,2,4,,,,,40000,2,2,1,2,3,3,2,3,2
4087,5,1,17,49,82,2015/7/25 15:46,2,1978,1,1,1,10,300000,1,142,162,115,3,2,3,2,2,3,3,2,2,1,3,15,1,3,50000,3,2,1,1,3,3,3,5,3
4088,4,1,16,47,79,2015/7/24 10:14,2,1953,1,-8,1,1,12000,1,100,148,93,4,4,4,1,5,4,2,4,5,3,,,,,10000,1,3,1,2,7,2,1,3,2
4089,4,2,31,87,130,2015/8/15 15:26,2,1959,1,1,1,3,10000,1,100,175,120,5,4,4,1,3,3,1,3,4,2,,,,,100000,5,3,1,2,3,3,1,4,2
4090,4,1,16,46,77,2015/7/24 20:34,2,1968,1,1,1,3,-2,1,234,160,110,4,3,3,1,2,3,1,4,5,2,,,,,40000,3,3,1,2,3,3,2,2,-8
4091,3,1,12,33,62,2015/8/8 10:23,1,1982,1,0,6,3,60000,1,105,170,133,4,4,4,1,3,3,1,2,5,1,2,14,1,4,60000,5,3,1,2,3,2,2,3,2
4092,4,1,31,87,131,2015/8/18 17:24,2,1954,1,0,8,3,0,1,70,156,109,4,4,3,2,3,5,1,4,3,6,,,,,-2,4,2,1,2,7,3,1,3,2
4093,4,1,15,39,70,2015/7/12 8:28,2,1979,1,1,1,12,36000,1,88,168,120,4,4,4,1,3,3,2,2,5,1,3,11,1,3,72000,5,3,1,1,3,2,2,3,3
4094,4,2,18,51,84,2015/7/28 12:19,2,1990,1,1,1,4,0,1,120,165,92,4,4,4,1,3,3,1,3,5,5,,,,,36000,4,3,1,2,3,2,1,4,-8
4095,4,1,13,36,66,2015/9/20 14:25,2,1945,8,1,1,3,-2,1,150,150,98,5,4,4,1,4,3,1,2,4,2,,,,,10000,6,3,1,2,3,2,1,4,-8
4096,3,1,19,57,91,2015/7/20 16:08,1,1934,1,0,1,4,72000,1,50,171,160,2,2,2,2,3,3,1,2,4,5,,,,,120000,2,3,1,2,3,2,2,4,2
4097,4,2,21,62,98,2015/7/17 17:37,2,1948,8,1,1,1,1000,1,100,140,80,2,3,4,1,2,2,1,4,1,3,,,,,2000,2,2,1,2,3,3,2,4,-8
4098,4,2,19,57,92,2015/7/19 9:13,1,1963,1,1,1,3,-2,1,360,168,120,4,4,4,1,4,3,2,4,5,3,,,,,900000,4,2,1,2,3,2,1,3,2
4099,4,2,10,25,47,2015/7/29 10:23,2,1987,1,1,1,4,10000,1,150,160,100,4,4,2,1,3,4,2,3,5,5,,,,,10000,3,2,1,2,3,2,2,3,2
4100,3,1,15,39,70,2015/7/13 8:55,2,1970,1,1,1,4,18000,1,160,160,105,5,4,4,1,4,3,1,2,5,1,3,20,2,3,53000,3,3,2,2,3,2,2,4,3
4101,5,1,10,27,50,2015/7/28 17:27,2,1935,1,1,1,1,0,1,70,155,100,4,4,4,1,2,4,1,2,5,4,,,,,0,1,3,1,2,7,2,2,4,2
4102,2,1,31,86,129,2015/8/17 13:29,1,1962,8,1,1,4,3000,1,45,160,110,1,2,2,1,2,2,2,1,5,1,2,13,1,1,3000,2,2,0,2,4,3,3,3,4
4103,5,2,9,23,45,2015/7/4 13:19,2,1948,1,-8,1,1,3500,1,150,165,120,2,3,5,1,2,4,1,2,5,3,,,,,3500,1,1,1,2,7,2,2,4,2
4104,4,2,3,6,13,2015/9/25 16:48,1,1941,1,1,1,3,3000,1,80,170,120,5,3,5,1,3,4,2,5,6,3,,,,,6000,2,3,1,2,3,2,1,4,2
4105,2,1,1,1,2,2015/9/8 10:53,2,1955,1,1,1,4,36000,4,35,160,90,3,3,4,2,1,5,1,2,4,5,,,,,84000,2,3,1,2,3,2,2,3,2
4106,4,1,12,33,62,2015/8/10 15:48,2,1970,1,1,1,3,42000,1,60,157,114,3,5,3,1,2,2,2,2,4,1,2,20,1,4,48000,2,3,1,2,3,3,2,3,3
4107,4,2,18,54,88,2015/7/12 9:59,2,1966,1,1,1,3,1100,1,222,162,110,4,4,5,1,4,3,1,3,1,2,,,,,50000,2,3,1,2,3,2,1,4,3
4108,3,2,5,9,25,2015/8/5 8:53,1,1957,1,0,3,6,5000,1,95,167,132,2,2,3,1,2,2,1,4,4,2,,,,,15000,3,2,1,2,3,3,2,3,2
4109,1,2,29,83,126,2015/7/20 16:24,2,1956,1,1,1,1,9000,1,180,160,120,1,2,2,1,2,2,2,1,4,1,3,15,1,3,9000,2,3,1,2,3,2,1,4,2
4110,4,1,3,6,13,2015/9/23 19:15,1,1964,1,1,1,10,50000,4,84,172,140,1,5,3,4,3,3,5,3,7,1,3,30,1,2,100000,3,4,3,1,3,1,2,4,2
4111,3,2,5,9,25,2015/8/7 10:30,1,1971,1,1,1,3,20000,1,120,176,160,4,4,5,1,3,3,1,4,4,3,,,,,30000,4,3,1,2,3,2,2,3,3
4112,4,2,9,21,43,2015/7/6 18:48,2,1970,1,1,1,4,8000,1,100,155,105,4,4,4,1,2,2,4,4,5,1,3,4,1,2,20000,1,3,2,2,3,2,2,5,2
4113,4,2,2,5,12,2015/8/9 11:13,1,1965,8,1,1,3,-2,1,80,170,160,4,4,3,1,4,3,3,4,2,5,,,,,5000,1,2,1,2,1,3,2,4,-8
4114,3,2,17,48,81,2015/7/26 19:20,1,1979,1,1,1,4,20000,1,90,160,110,5,5,4,2,3,2,1,1,3,1,3,19,2,3,30000,5,3,1,2,3,2,1,4,2
4115,3,2,21,64,101,2015/7/19 10:03,2,1942,1,1,1,2,0,1,160,156,90,4,4,2,1,3,3,1,4,4,4,,,,,0,1,2,1,2,7,3,1,4,2
4116,4,1,16,46,77,2015/7/24 15:06,2,1943,1,1,1,1,12600,1,100,165,100,2,3,4,1,1,3,2,2,1,4,,,,,60000,5,2,1,1,3,3,2,3,2
4117,4,2,31,87,131,2015/8/17 8:39,1,1990,1,1,1,4,30000,1,88,170,160,3,3,5,1,4,3,1,4,3,3,,,,,30000,3,3,1,2,3,2,1,4,2
4118,3,1,5,8,24,2015/8/3 9:34,2,1971,1,1,1,3,8000,1,70,165,120,2,2,2,2,1,2,1,1,4,1,5,4,1,4,8000,3,1,0,2,3,3,3,2,3
4119,4,2,21,62,98,2015/7/16 13:53,2,1975,1,1,1,3,10000,1,300,167,120,5,5,4,1,2,2,1,3,5,3,,,,,40000,5,3,1,2,3,2,2,3,2
4120,3,2,10,25,47,2015/7/29 15:22,2,1966,1,1,1,4,5000,1,200,152,106,2,2,5,1,2,5,1,4,4,3,,,,,40000,3,3,2,2,3,2,1,4,2
4121,4,2,9,23,45,2015/7/4 14:49,2,1949,1,1,1,1,0,1,120,155,90,4,4,4,1,2,4,1,4,4,2,,,,,70000,5,3,1,2,3,2,1,4,-8
4122,4,2,2,2,9,2015/7/23 9:04,2,1977,8,1,1,4,20000,1,620,160,95,3,4,3,1,3,4,2,4,1,3,,,,,60000,5,3,1,2,3,2,1,4,3
4123,4,1,27,77,117,2015/7/22 9:44,1,1945,4,0,4,6,12000,4,70,160,135,3,3,4,1,2,4,1,4,5,5,,,,,24000,2,2,1,2,3,3,2,4,2
4124,5,1,13,35,65,2015/9/22 18:05,1,1997,6,1,1,7,0,1,200,165,145,5,3,4,1,4,3,3,4,8,6,,,,,12000,4,3,1,2,1,2,2,2,1
4125,2,1,29,82,125,2015/7/23 8:04,1,1957,1,1,1,4,20000,1,90,170,130,3,4,4,1,4,3,3,4,4,5,,,,,20000,3,2,1,2,3,2,3,3,3
4126,4,2,8,19,41,2015/8/2 8:17,1,1994,4,0,4,12,2000,2,112,170,126,4,4,4,1,3,4,3,3,4,1,8,5,2,2,50000,4,3,1,2,1,2,2,3,2
4127,5,1,1,1,8,2015/8/25 9:16,2,1985,1,1,1,9,40000,1,57,161,136,5,5,5,2,4,4,2,4,6,1,6,11,1,2,120000,2,3,1,1,3,3,2,5,-8
4128,3,1,2,3,10,2015/7/23 20:22,1,1965,1,1,1,4,4000,1,60,160,130,4,3,4,1,3,4,3,2,2,4,,,,,4000,1,2,1,2,1,3,3,2,3
4129,1,1,11,29,52,2015/7/23 10:54,2,1946,1,1,1,4,0,1,110,155,120,4,4,5,2,4,3,1,1,2,5,,,,,0,2,2,1,2,3,3,2,4,4
4130,5,2,23,68,108,2015/7/9 17:26,2,1996,1,1,1,6,15000,2,85.5,162,96,5,4,4,1,2,3,4,4,6,6,,,,,16000,3,2,1,2,1,3,1,4,2
4131,4,1,1,1,8,2015/9/20 21:49,2,1974,1,1,2,10,50000,-8,100,166,120,4,4,5,2,3,3,3,4,6,1,3,10,1,2,100000,3,3,1,2,3,2,1,4,2
4132,4,1,27,79,119,2015/7/25 11:50,2,1946,1,1,1,4,20000,1,32,155,110,2,2,2,2,1,5,1,4,1,1,3,30,1,3,45000,2,2,0,2,3,3,1,4,3
4133,4,2,10,25,47,2015/7/30 9:15,2,1953,1,1,1,1,4200,1,90,160,110,2,2,3,1,1,5,1,5,5,3,,,,,10000,2,2,1,2,3,3,2,5,2
4134,5,2,16,46,78,2015/7/29 9:15,2,1997,1,1,1,4,40000,1,90,158,110,5,5,5,1,2,4,3,2,5,1,3,3,1,3,100000,8,3,2,2,1,2,2,3,3
4135,4,2,18,52,85,2015/7/21 10:30,2,1959,1,0,1,3,10000,1,100,160,150,4,3,5,1,1,1,1,3,5,2,,,,,20000,5,3,1,2,3,2,1,4,2
4136,5,1,17,49,82,2015/7/31 13:15,1,1963,1,1,1,4,30000,1,140,172,160,4,4,5,2,3,3,3,4,5,1,3,35,1,3,100000,5,3,2,1,3,2,1,4,2
4137,4,1,1,1,2,2015/9/3 14:37,2,1972,1,1,1,12,200000,4,140,157,82,5,5,5,2,2,4,4,3,5,1,3,20,1,2,400000,3,4,1,1,3,1,2,4,2
4138,4,1,27,79,119,2015/7/25 9:17,2,1979,3,1,1,7,0,1,52,156,113,4,4,4,4,3,3,2,2,4,5,,,,,12000,3,2,1,2,3,3,2,3,3
4139,4,1,8,19,41,2015/8/6 14:12,2,1974,4,0,8,1,5000,1,18,165,120,3,3,2,1,2,4,1,2,1,3,,,,,30000,6,2,1,2,3,3,3,3,3
4140,5,2,30,85,128,2015/10/18 15:47,1,1953,1,1,1,1,15000,1,300,165,100,5,5,5,1,1,5,1,1,-8,1,-8,-1,1,4,15000,3,3,1,2,3,2,1,4,2
4141,4,1,11,29,52,2015/7/20 18:21,2,1996,1,1,1,4,0,1,80,160,100,4,4,4,1,1,2,3,2,-8,6,,,,,-2,4,3,1,2,1,2,1,4,-8
4142,5,1,28,81,121,2015/7/31 9:25,1,1979,1,1,1,3,30000,1,15,165,98,3,3,3,4,2,2,2,4,4,4,,,,,30000,2,3,1,2,7,2,2,3,3
4143,4,1,4,7,19,2015/10/18 15:08,1,1994,1,1,1,10,50000,2,100,167,156,4,5,4,2,3,4,4,2,3,1,3,1,1,3,50000,1,2,1,2,1,2,1,2,2
4144,4,1,10,27,50,2015/7/25 19:43,2,1952,1,1,1,1,0,1,60,160,120,2,2,3,1,2,3,1,4,5,4,,,,,40000,2,4,0,2,3,2,1,4,2
4145,4,1,27,78,118,2015/8/3 19:12,2,1971,3,1,1,9,14000,4,50,165,140,4,5,5,2,2,5,4,4,5,1,3,20,1,2,40000,1,3,1,2,3,2,2,4,3
4146,3,2,10,25,47,2015/7/29 9:08,1,1970,1,1,1,4,50000,1,150,172,140,4,5,5,1,2,1,1,3,5,4,,,,,60000,4,3,1,2,3,2,3,4,2
4147,4,2,19,56,90,2015/7/16 13:57,2,1947,1,1,1,1,-2,1,20,150,100,2,3,4,1,1,2,1,4,5,5,,,,,30000,2,3,1,2,4,2,1,3,-8
4148,4,1,19,59,95,2015/7/19 12:56,2,1994,1,1,1,10,30000,4,98,160,100,4,5,3,4,3,4,3,2,3,1,3,1,1,2,30000,1,2,2,1,1,2,1,3,2
4149,4,2,2,3,10,2015/7/26 14:58,1,1978,1,1,3,4,40000,1,200,167,110,4,3,3,1,4,1,1,-8,3,1,3,16,2,3,50000,3,3,1,2,3,2,1,3,2
4150,1,1,9,20,42,2015/7/7 17:54,1,1964,1,1,1,4,15000,1,40,160,98,4,3,4,2,4,3,3,2,1,5,,,,,40000,2,2,0,2,3,3,3,4,3
4151,5,1,4,7,22,2015/9/10 19:43,2,1975,1,1,3,4,40000,1,90,160,116,4,4,3,1,4,3,3,3,5,1,3,9,1,2,100000,4,2,2,1,3,2,2,3,2
4152,4,1,1,1,6,2015/8/21 10:24,2,1930,1,1,1,1,540,1,99,160,100,3,5,5,5,1,5,1,4,1,6,,,,,6480,1,1,1,2,7,3,2,3,-8
4153,4,1,18,55,89,2015/7/25 11:16,1,1970,1,1,1,6,50000,1,130,173,120,5,4,4,5,2,3,2,4,4,1,3,22,1,3,70000,5,2,1,2,3,3,1,4,2
4154,4,2,23,69,109,2015/9/24 15:28,1,1966,1,1,1,3,12000,1,80,165,108,3,5,4,1,2,2,1,4,5,2,,,,,12000,1,2,1,2,3,3,1,4,2
4155,4,2,2,3,10,2015/7/26 14:22,1,1940,4,0,4,3,-1,1,400,160,106,4,4,4,1,3,2,1,4,5,4,,,,,50000,2,2,1,2,3,2,2,4,2
4156,4,1,27,78,118,2015/8/3 17:06,2,1945,1,1,1,10,29000,1,105,160,85,4,3,4,2,3,4,3,4,5,5,,,,,29000,1,3,1,2,7,2,2,4,2
4157,4,1,6,17,33,2015/8/6 8:47,2,1959,1,1,1,1,24000,1,47.5,158,80,3,3,3,5,2,4,1,3,5,5,,,,,50000,1,3,0,2,7,2,2,3,2
4158,5,1,16,45,76,2015/7/25 10:50,1,1935,1,1,1,3,5000,1,80,170,130,2,2,2,1,2,4,1,5,5,5,,,,,10000,2,2,0,2,3,3,2,4,2
4159,3,1,18,53,87,2015/7/16 15:45,2,1961,1,1,1,6,4000,1,300,156,110,4,4,4,2,2,1,1,2,5,5,,,,,6000,2,2,1,2,3,3,2,4,3
4160,5,2,27,80,120,2015/7/30 12:03,1,1969,3,0,8,3,30000,1,70,175,150,4,4,5,1,5,5,1,3,3,3,,,,,50000,2,2,1,2,3,2,2,3,2
4161,4,1,1,1,4,2015/8/25 9:21,1,1958,1,1,1,6,9600,1,59.5,176,180,3,4,4,2,3,3,3,4,5,5,,,,,45600,2,2,1,2,3,3,2,3,3
4162,4,1,2,2,9,2015/7/24 14:50,2,1969,8,1,1,4,40000,1,168,160,110,4,3,3,2,4,3,2,4,3,1,2,2,1,1,50000,3,2,1,2,3,3,2,3,2
4163,4,2,16,45,76,2015/7/24 19:15,1,1954,1,1,1,4,10000,1,181,170,120,4,4,4,1,4,3,2,4,5,4,,,,,20000,2,3,1,2,3,2,2,3,2
4164,4,1,13,36,67,2015/9/10 15:33,2,1947,1,1,1,5,24000,4,120,140,110,4,3,3,2,4,4,4,4,5,5,,,,,50000,4,3,1,1,7,2,2,3,3
4165,4,1,27,80,120,2015/7/30 17:50,1,1994,3,1,1,6,0,2,83,182,120,5,5,4,2,2,4,4,4,5,6,,,,,80000,3,4,1,2,1,2,2,4,-8
4166,5,1,4,7,21,2015/10/2 15:02,1,1985,1,0,1,4,150000,1,5,170,170,4,5,5,1,5,4,1,3,3,1,3,11,1,2,200000,9,4,2,2,3,1,1,4,1
4167,2,1,13,36,67,2015/9/7 17:25,1,1983,1,1,1,4,20000,1,50,165,150,4,4,3,1,3,3,1,2,2,1,3,15,1,2,-2,2,2,1,2,1,3,2,2,3
4168,4,1,2,3,10,2015/7/23 15:13,1,1953,4,0,4,1,40000,1,350,181,152,4,4,4,1,3,4,1,4,6,2,,,,,40000,6,3,2,2,3,1,2,4,2
4169,3,1,26,76,116,2015/10/1 17:34,1,1987,1,1,1,12,100000,1,150,181,120,5,3,3,2,4,2,3,3,5,1,3,6,1,2,200000,1,4,2,1,1,2,1,3,2
4170,4,1,15,42,73,2015/7/13 10:32,1,1952,1,1,1,3,25000,1,150,170,125,4,5,4,2,2,3,1,4,5,1,3,38,1,3,60000,4,2,1,2,3,3,2,3,3
4171,4,2,15,43,74,2015/7/15 10:15,1,1985,1,1,1,4,50000,1,200,175,140,4,4,4,1,3,3,2,3,5,1,3,5,1,3,13000,6,3,1,2,3,2,2,4,2
4172,3,1,19,59,95,2015/7/15 18:14,2,1973,1,1,1,4,40000,1,50,161,118,4,4,5,2,3,4,3,4,6,1,3,19,1,3,40000,1,3,2,2,6,2,1,3,2
4173,4,2,6,15,31,2015/8/10 10:08,1,1955,1,1,1,3,20000,1,100,169,140,4,3,3,1,3,3,1,4,3,3,,,,,20000,1,2,1,2,7,3,1,4,2
4174,5,1,18,53,87,2015/7/16 11:04,2,1974,1,1,1,12,40000,1,126,162,134,4,4,4,2,2,3,4,2,7,1,3,14,1,2,80000,3,3,1,1,3,2,1,4,3
4175,3,1,6,13,29,2015/8/5 8:15,2,1931,1,1,1,1,0,1,90,148,90,2,2,3,1,2,3,1,3,4,4,,,,,60000,1,2,1,2,7,2,1,3,3
4176,4,1,5,11,27,2015/7/28 10:46,2,1997,1,1,2,6,-1,2,40,163,110,4,5,3,2,3,3,3,4,5,6,,,,,-2,2,3,2,2,1,2,2,4,-8
4177,4,1,18,55,89,2015/7/25 11:55,2,1971,1,1,1,6,30000,1,120,172,120,5,4,4,1,4,2,2,2,4,1,2,18,1,4,50000,2,3,1,2,3,2,1,4,2
4178,4,1,16,44,75,2015/7/24 15:11,2,1948,1,1,1,3,24000,1,85,150,100,4,4,5,2,4,4,3,4,4,5,,,,,24000,1,2,1,2,7,2,3,4,2
